observation_id,task_id,task_version,category,workload,tags,font_id,font_family,font_size_px,margin_px,line_gap_px,width,height,patch_columns,patch_rows,patches,estimated_image_tokens,image_sha256,font_sha256,model,attempts,thread_id,latency_ms,returncode,infrastructure_failure,passed,score,response,expected_json,usage_json,instruction_sha256,payload_sha256,completed_at
conditional_001:ibm-plex-sans:9px:af4970442e16,conditional_001,1,conditional,noncoding,strict_threshold;non_coding,ibm-plex-sans,IBM Plex Sans,9,1,1,156,31,5,1,5,6.0,af4970442e1644c899ba7c9442c0df5015e1cad01a6c6fbefe89343ea2af2787,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-37db-7f63-b752-cb9ab36f2916,4578,0,,True,1.0,LOW,"""LOW""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12906, ""output_tokens"": 59, ""reasoning_output_tokens"": 52}",82405719c0c9580d45965cf7ec5c5e71cebf569372b5160d07185723c70c56f4,736064cbf4aa1733936ff5298ddf848a2846b01929f04f93ce33a03080c68962,2026-09-05T02:03:16.478676+00:00
conditional_002:ibm-plex-sans:9px:b4277b4b081a,conditional_002,1,conditional,noncoding,presence;non_coding,ibm-plex-sans,IBM Plex Sans,9,1,1,158,31,5,1,5,6.0,b4277b4b081a696e5e0e58e505455a2ea096b8b8f2f7a31f2bdbed6855e44b32,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-3d65-7542-a3b3-b63413b3acc7,5359,0,,True,1.0,2026-08-31,"""2026-08-31""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12924, ""output_tokens"": 97, ""reasoning_output_tokens"": 85}",96c82200650a902b6e8d48cf0e2f0c86fc7132b4677534eed72dba19de311567,89d227f31e78ecee708a6c7d3b88a8a7526e4d84bbcee5b0e222b2378738dafc,2026-09-05T02:03:18.514265+00:00
conditional_003:ibm-plex-sans:9px:a82d7e916c36,conditional_003,1,conditional,noncoding,and_condition;non_coding,ibm-plex-sans,IBM Plex Sans,9,1,1,94,61,3,2,6,7.199999999999999,a82d7e916c366b13943ee46c21867aa946b28deacca20cae19d39099b2d74d9e,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-3f6e-72c3-b9f3-adada1e945c3,8119,0,,True,1.0,REVIEW,"""REVIEW""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 24064, ""input_tokens"": 26040, ""output_tokens"": 187, ""reasoning_output_tokens"": 89}",edf684b0f3dde6860eeec6a7447f0aefeec8a0f0b796b1da1150c138a1d1cbd7,b5704abd67aebb83005a70a42a42c0ac8fba2dfa424c340c42f4da42b16a8071,2026-09-05T02:03:21.623293+00:00
multistep_001:ibm-plex-sans:9px:6bd7a04b1f36,multistep_001,1,multi_step,noncoding,ordered_steps;non_coding,ibm-plex-sans,IBM Plex Sans,9,1,1,96,61,3,2,6,7.199999999999999,6bd7a04b1f365a06711d2791dff6be2726fad81128059efa01b727110ae8d751,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-4262-7282-86d8-225823062b32,4766,0,,True,1.0,10,"""10""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12913, ""output_tokens"": 69, ""reasoning_output_tokens"": 62}",0d509cf9313a2239f967c0104055f1174a8f3698af50dbfcf215a37ab71a66e8,aea0785ad682051a85d95e9b229a2567f9435751b0cf7c6e9171c84f7f808d20,2026-09-05T02:03:19.087621+00:00
multistep_002:ibm-plex-sans:9px:a9949553fde5,multistep_002,1,multi_step,noncoding,filter_then_select;non_coding,ibm-plex-sans,IBM Plex Sans,9,1,1,148,31,5,1,5,6.0,a9949553fde5e4cabf00744841fe73df9d7fd1098c39e9925c7a9004e07086d9,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-49d5-7a43-ab74-22c3cf5d8a89,5099,0,,True,1.0,13,"""13""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12916, ""output_tokens"": 71, ""reasoning_output_tokens"": 64}",7e43fe81becf5ac960da2b0f40e9e4bd88b353503dca504a78d898c926ba42e2,87b249dadb5b10bd879d16ed8c5b86ba73533ae73f60032781cb6595d74afb31,2026-09-05T02:03:21.579105+00:00
structured_001:ibm-plex-sans:9px:2396503570ca,structured_001,1,structured_output,noncoding,json;no_explanation;non_coding,ibm-plex-sans,IBM Plex Sans,9,1,1,151,31,5,1,5,6.0,2396503570ca6f4ac5b9a62a8ddbf8f36f52ad8a5b79541f4ba609a194a63616,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-51bb-7411-bb38-c1ba41455eae,4346,0,,True,1.0,"{""city"":""Ottawa"",""country"":""Canada""}","{""city"": ""Ottawa"", ""country"": ""Canada""}","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12914, ""output_tokens"": 56, ""reasoning_output_tokens"": 40}",3f89323fe5caf1f84f5658d9c9ed2aafe19fdd73a03c516563f6c273a03424a3,622109dc4322032aebf9eeb743817dae6e0df9d0a35c664713543709d5fd1eae,2026-09-05T02:03:22.861338+00:00
structured_002:ibm-plex-sans:9px:68ef828e64c1,structured_002,1,structured_output,noncoding,json;type_constraint;non_coding,ibm-plex-sans,IBM Plex Sans,9,1,1,160,31,5,1,5,6.0,68ef828e64c16eefc091cd4f9d183362783f0bf7d33f844fdab2f98f45ba4afb,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-547d-7ba1-b8b1-915ebcf347f8,5127,0,,True,1.0,"{""name"":""Delta"",""active"":true}","{""active"": true, ""name"": ""Delta""}","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12914, ""output_tokens"": 79, ""reasoning_output_tokens"": 64}",d632b9feac55818cae577d52dfc40eb64c40a33e8c2c9834d284ad9efa92b9b1,9441c9d71187d3b8266bac211aa6ad41bd37b3afb11ba398bfcd4aa95632a468,2026-09-05T02:03:24.216018+00:00
uncertainty_001:ibm-plex-sans:9px:83fabca95131,uncertainty_001,1,uncertainty,noncoding,null;do_not_infer;non_coding,ibm-plex-sans,IBM Plex Sans,9,1,1,222,31,7,1,7,8.4,83fabca9513189470c89f86302cb86934687dd994d0fe9a474a34e8427e1f755,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-5e6b-7193-97a7-7a8044221d21,6121,0,,True,1.0,null,"""null""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12921, ""output_tokens"": 79, ""reasoning_output_tokens"": 72}",2f8ae13df2cdca8237ea1a08cdf38f20dd7a5a77d3eb4a61d0b765390cad3794,f59a2dfb7828e60872d951e51c4010d4a7c16c433479acb987791fc765ba7da3,2026-09-05T02:03:27.701598+00:00
uncertainty_002:ibm-plex-sans:9px:d897ff89eadc,uncertainty_002,1,uncertainty,noncoding,null;no_calculation;non_coding,ibm-plex-sans,IBM Plex Sans,9,1,1,178,31,6,1,6,7.199999999999999,d897ff89eadc55c07c4ce0ea41aa8c2e0f809603343229385b576a06a9f28eb7,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-5e90-7cd2-867b-be2bac37f9f9,6060,0,,True,1.0,null,"""null""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12923, ""output_tokens"": 70, ""reasoning_output_tokens"": 63}",34dd0d11975122927183588f0be1799c9b2535a175cf9fded778de97d7b723c2,5eadb83b51e81348d2c9b6d45886c0e5beab41a197b82d9a9ac4e2c7bdeff7f5,2026-09-05T02:03:27.684412+00:00
numeric_date_001:ibm-plex-sans:9px:aa948080f086,numeric_date_001,1,numeric_date,noncoding,date;non_coding,ibm-plex-sans,IBM Plex Sans,9,1,1,87,31,3,1,3,3.5999999999999996,aa948080f086d2017645967ab4e8c3e46f7656245e3d6d84196442991a897092,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-62ba-7072-8e76-a954a2c2169b,4816,0,,True,1.0,2026-01-14,"""2026-01-14""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12914, ""output_tokens"": 59, ""reasoning_output_tokens"": 47}",7f8add86c16fb6c2d7b5cfc212e957c22233fcbf4eed05c70e006717d71592fc,b277add660b77da981dd926cf53b60cec8e10b192814ecc5cadb843055cc24e5,2026-09-05T02:03:27.678883+00:00
numeric_date_002:ibm-plex-sans:9px:51e0050ffb68,numeric_date_002,1,numeric_date,noncoding,strict_threshold;decimal;non_coding,ibm-plex-sans,IBM Plex Sans,9,1,1,124,31,4,1,4,4.8,51e0050ffb68f08c94432992dd234d180deb1faf1803777a72373a70e9257585,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-6802-7360-b9f7-0c1cc8d8c8a4,5551,0,,True,1.0,20.5,"""20.5""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12921, ""output_tokens"": 66, ""reasoning_output_tokens"": 57}",936415283d841811b8f22f4f533febcd51f64076f8c82d0d6aacae046b205e6a,d2243ac9dd3c72f0767abcd6ac6d44ac9b55dc31404f823cd5e0b55445c09dd7,2026-09-05T02:03:29.767869+00:00
formatting_001:ibm-plex-sans:9px:71378de3de99,formatting_001,1,formatting,noncoding,bounded_output;non_coding,ibm-plex-sans,IBM Plex Sans,9,1,1,158,31,5,1,5,6.0,71378de3de99ffb9795981d4fa216bb30bb015e7276d69831b70477f9e4de5ed,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-7729-7ce1-ba01-7c0e92c650aa,6096,0,,True,1.0,"otter,fox,lynx","[""otter"", ""fox"", ""lynx""]","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12915, ""output_tokens"": 50, ""reasoning_output_tokens"": 37}",eccbf18b111f82b6ec1e55b2ae9883252797ebfbc09bfc48f2bfca79039c33aa,b8e8cc5d7a4b5138ab91064502371fe92ee480f6505e345800157f702d37f1b8,2026-09-05T02:03:33.776439+00:00
reference_001:ibm-plex-sans:9px:4e727984d529,reference_001,1,reference_resolution,noncoding,reference;non_coding,ibm-plex-sans,IBM Plex Sans,9,1,1,151,31,5,1,5,6.0,4e727984d52922c558ad4e0b57facf78cdb6d41fc34a1a24264264cdd5c7c0c9,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-773e-7ad0-b182-dcc71db4b3cc,6970,0,,True,1.0,5.50,"""5.50""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 8960, ""input_tokens"": 14228, ""output_tokens"": 59, ""reasoning_output_tokens"": 50}",ae4ac98c5b20b804e03ce6e324f7af68d0849555e9c4b1074d0011beb71ca01e,533a0f8192cf59a70bcbc9cc1ba905b4f00aacf7eb8be13ac4807786b4257257,2026-09-05T02:03:34.657237+00:00
reference_002:ibm-plex-sans:9px:6f567c76e7c5,reference_002,1,reference_resolution,noncoding,relative_position;non_coding,ibm-plex-sans,IBM Plex Sans,9,1,1,123,31,4,1,4,4.8,6f567c76e7c589741298c493d0a8c25acad0c349f160483c13cb4032ad416ba1,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-7711-78e0-a88f-43987b8c0c72,4786,0,,True,1.0,Bea,"""Bea""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12917, ""output_tokens"": 54, ""reasoning_output_tokens"": 46}",5ed7a2a13759eb9129547d92cb028dd3cd2150ef6c2a1dfa93d735ce6ae50f9b,8305e113276491cf35300814f1e031cf63868563c738b350ff0861140de4df3f,2026-09-05T02:03:32.490297+00:00
ocr_control_001:ibm-plex-sans:9px:dc1f0e650771,ocr_control_001,1,ocr_control,noncoding,confusable_characters;control;non_coding,ibm-plex-sans,IBM Plex Sans,9,1,1,159,31,5,1,5,6.0,dc1f0e650771f513195f2ce72f17166b601623b4a936e82ecd9a37f00de60ca8,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-7e2f-7702-bb27-c1ca0cd4b700,5107,0,,True,1.0,0O1lI5S8B-7aF2,"""0O1lI5S8B-7aF2""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12918, ""output_tokens"": 74, ""reasoning_output_tokens"": 54}",b63cdb53f20bed5d81f85c4c2dbd201a0bf9a812213f65d963e886034e49f168,e7b81febcee25fa4ba0c0fc264f3812d410d57df9b95ca96bb7f64aa28e4b69e,2026-09-05T02:03:34.876281+00:00
coding_001:ibm-plex-sans:9px:68e1524a17cf,coding_001,1,coding,coding,python;code_completion,ibm-plex-sans,IBM Plex Sans,9,1,1,127,61,4,2,8,9.6,68e1524a17cfd624194cac7d644a57b9497052eb42e3bd68558a65197be92415,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-8864-7f41-9237-f3e2aad4039b,4821,0,,False,0.0,return x * x,"""x * x""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12917, ""output_tokens"": 79, ""reasoning_output_tokens"": 69}",8ba513335e1fc6910a417526de3a728fb29afdf42d83d23e96bcbd1fbc874675,8ab916d91724cababdd49695e1fed1ed51b6f48db052d2063f450b346cf43a54,2026-09-05T02:03:37.312305+00:00
coding_002:ibm-plex-sans:9px:0531b7e796ab,coding_002,1,coding,coding,javascript;code_completion,ibm-plex-sans,IBM Plex Sans,9,1,1,220,31,7,1,7,8.4,0531b7e796abfca7b16acfb3cf7a6a50c80ca9e511a65ea22db4687eae16f3d4,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-8d8b-7263-9a50-340b0a867932,4567,0,,True,1.0,items.length,"""items.length""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12924, ""output_tokens"": 49, ""reasoning_output_tokens"": 41}",387c5d71debf815171e6621b0b959925a6298267d60b76b66e95193e6c0bf56f,003fc1ebfb6d6ad72f31f096ff42750e9dc75f11aa55ae4e8c38a94eca46c10c,2026-09-05T02:03:38.344674+00:00
coding_003:ibm-plex-sans:9px:6db7398b5004,coding_003,1,coding,coding,python;code_interpretation,ibm-plex-sans,IBM Plex Sans,9,1,1,192,31,6,1,6,7.199999999999999,6db7398b50049d08f67a8391e2723e76cfdab3150ffe0e8e6db23bee981df562,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-91cb-7311-99b0-a928f9504dc4,5270,0,,True,1.0,8,"""8""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12927, ""output_tokens"": 75, ""reasoning_output_tokens"": 68}",821887d5d1ad27a9393040cf26933aec877dae507ff5e0b11d4607d35a84eaf0,94c24378b19f9a90681c3dfdfca5983c65b517ffa255a6d674f6dc436d81f947,2026-09-05T02:03:39.928000+00:00
coding_004:ibm-plex-sans:9px:17a2b7da9d68,coding_004,1,coding,coding,javascript;code_interpretation,ibm-plex-sans,IBM Plex Sans,9,1,1,160,31,5,1,5,6.0,17a2b7da9d681f009d8cbd2ff3fcc2031306403e4a564d016587e4e4af908f84,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-92bc-7d43-8a04-065abd491b33,4466,0,,True,1.0,12,"""12""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12939, ""output_tokens"": 44, ""reasoning_output_tokens"": 37}",2d6396c1fbf53112437809515b32197ee20df2a34252813864196279b2ea7676,2b16901b9604e982616572bec73d01b6555b3ddcd4782c7b4d4a4ae2d5bdbe76,2026-09-05T02:03:39.343049+00:00
coding_005:ibm-plex-sans:9px:797d387a10b8,coding_005,1,coding,coding,sql;code_completion,ibm-plex-sans,IBM Plex Sans,9,1,1,273,31,9,1,9,10.799999999999999,797d387a10b84e25e58c82c04774b127577aea939f934aa67953a4fb001e3800,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-9b2a-7c92-8cbc-c9910d9b0913,4207,0,,True,1.0,active = 1 AND age >= 18,"""active = 1 AND age >= 18""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12928, ""output_tokens"": 70, ""reasoning_output_tokens"": 55}",94d12f336374db069041b2d3c684eadf79d56a388baf578317d79a62d305e18e,55327d830f4dd2c379c3e6892ef2370014e2244a1c57481389e505709338879b,2026-09-05T02:03:41.521310+00:00
coding_006:ibm-plex-sans:9px:36c933a7ef5c,coding_006,1,coding,coding,shell;command_generation,ibm-plex-sans,IBM Plex Sans,9,1,1,219,31,7,1,7,8.4,36c933a7ef5cde98cf783294118a95d8f3a57c23435c5f0d1f34d886661059d9,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-9f7c-7d31-9ab3-a29361fe84a8,5247,0,,True,1.0,pwd,"""pwd""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12910, ""output_tokens"": 52, ""reasoning_output_tokens"": 45}",36ccd383581954ea6465423c3620b069e51877980103e50d3d72ded0b12c3c79,b84b53edf091722af237a7453fe4dc5d9b0cdf46df7dde98500e403315f50273,2026-09-05T02:03:43.592553+00:00
coding_007:ibm-plex-sans:9px:27c9ebdaaef6,coding_007,1,coding,coding,python;boolean_logic;code_completion,ibm-plex-sans,IBM Plex Sans,9,1,1,157,31,5,1,5,6.0,27c9ebdaaef625a2dbe534caba08018a450c59e2c3e9b91b6a5bed2122fd2b59,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-a331-77e1-9f70-8c8d9ee5e1ef,5500,0,,True,1.0,x > 0 and x % 2 == 0,"""x > 0 and x % 2 == 0""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12913, ""output_tokens"": 105, ""reasoning_output_tokens"": 87}",3c6cd8d1e8f26744de97b9b4fc366e529160af89d4f91955b5d363c44ca60c27,9a294ed940d254ccd4ef9625732d870f7510637210ee27e48eaf9c61388b7712,2026-09-05T02:03:44.844000+00:00
coding_008:ibm-plex-sans:9px:ff37a708c271,coding_008,1,coding,coding,python;code_interpretation;comprehension,ibm-plex-sans,IBM Plex Sans,9,1,1,91,31,3,1,3,3.5999999999999996,ff37a708c27161b3036d694b19ae01ee828017e1e11622a83c0ceb8c69aee46c,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-a609-7833-a72c-fec84f7c8604,4859,0,,True,1.0,3,"""3""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12919, ""output_tokens"": 60, ""reasoning_output_tokens"": 53}",01d79e41bd6a2775fb32a4c0e4c1b73343d7ff90c9e6bb44154da7f4345cd7eb,358c2e3b46bfca5af2bca92afa8cf11c1b2d97f4f17cab295f4687651d5efa32,2026-09-05T02:03:44.787650+00:00
coding_009:ibm-plex-sans:9px:c4bb67f54af9,coding_009,1,coding,coding,javascript;array_methods;code_completion,ibm-plex-sans,IBM Plex Sans,9,1,1,213,31,7,1,7,8.4,c4bb67f54af9aa39835956d863d89bc2df4122d966486add519069af9adf8e4e,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-abbf-7c21-b5da-441875c0e887,5041,0,,False,0.0,names.map(name => name.toUpperCase()),"""names.map(x => x.toUpperCase())""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12920, ""output_tokens"": 73, ""reasoning_output_tokens"": 58}",427441549ec67521c24299e4d881c29cc06420bb6070c4bf00de0f62ae9eb293,f8ec15dcd126bbfed349f790a8b46ba6d93746d9835096b93fb618d809f55fc4,2026-09-05T02:03:46.564240+00:00
coding_010:ibm-plex-sans:9px:9fa48d9b7ddf,coding_010,1,coding,coding,javascript;code_interpretation;string,ibm-plex-sans,IBM Plex Sans,9,1,1,125,31,4,1,4,4.8,9fa48d9b7ddf2634c1f0e33dd3b7c28bd3f36b7c41c24b9b59d24be3eca3c426,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-b3b3-7a53-88d0-bb0746f02db3,4497,0,,True,1.0,b-c,"""b-c""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12917, ""output_tokens"": 51, ""reasoning_output_tokens"": 43}",f2ac983f9582410126f582b4606eb2a095f39ef42b130c7873364ceac06d0a95,3404d235442a62faf208278d03ef48df77d28d1e71ab371f4109043aeb376de0,2026-09-05T02:03:48.090344+00:00
coding_011:ibm-plex-sans:9px:b8ce66e2262c,coding_011,1,coding,coding,sql;aggregate;code_completion,ibm-plex-sans,IBM Plex Sans,9,1,1,159,31,5,1,5,6.0,b8ce66e2262c397b021bb653f9cbf98379492c30b7fea5e6de028edb0d3d5be2,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-b8b5-7b03-86ed-9e72f01ea0f9,10786,0,,True,1.0,COUNT(*),"""COUNT(*)""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 24064, ""input_tokens"": 26047, ""output_tokens"": 334, ""reasoning_output_tokens"": 239}",ee44d6ec7c295dd8a5ff81c85894f90452ae1cda3e6fba795b4fecdb2999a30f,dc7bdbb94deef5c68042280ec996b155bca7b5c87fc6244caed0e8245f8967ee,2026-09-05T02:03:55.574328+00:00
coding_012:ibm-plex-sans:9px:af0d4866a0c6,coding_012,1,coding,coding,shell;command_generation,ibm-plex-sans,IBM Plex Sans,9,1,1,156,31,5,1,5,6.0,af0d4866a0c62ca9eab51121ee458a4a6ea8decb602ce4c1c8feb4efd313d88d,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-b954-7ee1-a098-2f6e1378e265,5597,0,,True,1.0,ls -a,"""ls -a""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12907, ""output_tokens"": 108, ""reasoning_output_tokens"": 99}",cb43ab36e219374e1822326f308b2963e44d6b0fcbcddd8aabb5e27f57f253ff,3fac10aa450a496873cc7e69cad9aa08dc7f6f2233e90cfc5d2cacdde32f1558,2026-09-05T02:03:50.442635+00:00
coding_013:ibm-plex-sans:9px:d38e61f3cb0b,coding_013,1,coding,coding,regex;pattern_generation,ibm-plex-sans,IBM Plex Sans,9,1,1,224,31,7,1,7,8.4,d38e61f3cb0bec5fecee9c4f8980447a5e4a58965275ab01558bd483ae00ab7f,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-bfa3-7fa1-8862-d1824c677702,5725,0,,True,1.0,^\d+$,"""^\\d+$""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12923, ""output_tokens"": 100, ""reasoning_output_tokens"": 91}",ca4c3d0f9c02a8cab80cd9636c652f7ed24271ea7f750cc1c65df4c6345e642c,f8c0938475be19b9dbef6728803e08d1900bf43d34c170ba9857779524c62bc9,2026-09-05T02:03:52.290538+00:00
coding_014:ibm-plex-sans:9px:7824d6d417ee,coding_014,1,coding,coding,css;code_completion,ibm-plex-sans,IBM Plex Sans,9,1,1,182,31,6,1,6,7.199999999999999,7824d6d417eefcff8cb0d9aa3e4c37e923a7277bb19b1b99857f748802fe9ea3,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-c55c-77d1-8849-c441af711861,4865,0,,False,0.0,visibility: hidden;,"""display: none;""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 0, ""input_tokens"": 12908, ""output_tokens"": 70, ""reasoning_output_tokens"": 60}",f1ef8b5162bfb45130ecbe681b68e1071492b63ebfc9ed9d28f74c3b507c4322,9b7f6aa994b97a2909d0fd457050b87c23de1c34ef6e8d943dc6211753c533d3,2026-09-05T02:03:52.957466+00:00
coding_015:ibm-plex-sans:9px:8987f4697f05,coding_015,1,coding,coding,html;markup_completion,ibm-plex-sans,IBM Plex Sans,9,1,1,160,31,5,1,5,6.0,8987f4697f05f7379c6db440b2e8397c2ef2ef8ddb6997b9c7aac608aa7ac1d0,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-ce5a-74d2-8d59-f6814b979557,5872,0,,True,1.0,<br>,"""<br>""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12910, ""output_tokens"": 85, ""reasoning_output_tokens"": 77}",abf107ce1b353856ca50ad9407834d133d96b1e31bcc1b70136d6fee0eee31e1,bfb5ae9aaaa74b3a6aa9945e5208f2317a01ef49bd2f4d94a1ad62dad9e6ff16,2026-09-05T02:03:56.315993+00:00
coding_016:ibm-plex-sans:9px:8aa0aa62f789,coding_016,1,coding,coding,python;bug_fix;off_by_one,ibm-plex-sans,IBM Plex Sans,9,1,1,188,31,6,1,6,7.199999999999999,8aa0aa62f789f9639ae3235e327edfa70d8e4f4844d56241d3418de88ec5f434,975dcda37d80f038dcd143c22e33ca2d97a0cc5a929aace1c749153b0fe1afa5,gpt-5.6-luna,1,01a06f4e-d5e7-7cb3-8cb5-924f6a339483,8535,0,,True,1.0,range(4),"""range(4)""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 24064, ""input_tokens"": 26054, ""output_tokens"": 198, ""reasoning_output_tokens"": 101}",782fdddc985928bc3acd325099ebf3c97b8695aa5f0bfe51a80b003d992a2b12,56ff2625ade55ce88cf0a91f283d3d76ef31ea411cc3ace03d04817b3dd56a44,2026-09-05T02:04:00.826902+00:00
